name,country,years,n_participations,medals,birth_year,birth_place,school_at_time,later_career,source
Alexei Lebedev,RUS,1999,1,S,not found,not found,not found,"PhD 2008 Leipzig University, thesis ""Simple modular Lie superalgebras""; co-authored with Chapovalovs and Leites ""The classification of almost affine (hyperbolic) Lie superalgebras"" (2009/2010); continued publishing in Lie superalgebra theory through 2010s-2020s",[medium-high] https://arxiv.org/abs/0906.1860
Alexei Poiarkov,RUS,"1999, 2000",2,"G, G",not found,not found,not found,"Published combinatorics paper ""Cube packings, second moment and holes"" (2007); later ""Alexey Poyarkov"" co-authored ""Boosted Decision Tree Regression Adjustment..."" KDD 2016 with Yandex researchers -- moved from academic combinatorics to applied ML at Yandex",[medium] https://dblp.org/pid/43/3497.html
Anton Evseev,RUS,1999,1,S,not found,not found,not found,"Academic mathematician in representation theory (symmetric groups, Lie algebras); publications 2007-2013; profile consistent with University of Birmingham mathematics dept",[medium] https://dblp.org/pid/306/8875.html
Fedor Petrov,RUS,1999,1,G,1983-02-08,not found,not found,"Doctor of Physical-Mathematical Sciences (2018); researcher PDMI RAS and SPbSU (Chebyshev Laboratory); number theory, combinatorics, representation theory; long-time coach/jury member for Russian IMO team",[high] https://www.mathnet.ru/rus/person17489
Yury Lifshits,RUS,"1999, 2000",2,"G, G",1984,St. Petersburg,not found,"Graduated Math-Mech Faculty SPbSU 2005; PhD Steklov Institute 2007 under Yuri Matiyasevich; postdoc Caltech 2007; researcher at Yahoo! (nearest-neighbor search, string algorithms); co-founder of ed-tech platform Earlydays",[medium-high] http://logic.pdmi.ras.ru/~yura/about.html
Alexandre Gaifoulline,RUS,2000,1,G,1984-03-22,"Zhukovsky, Moscow Oblast",not found (father was RAS corresponding member in fluid/gas mechanics),"Graduated MSU Mech-Math 2005; PhD 2008, Doctor of Sciences 2010 (MSU, advisor Viktor Buchstaber); professor at MSU since 2007; proved generalization of Sabitov's bellows-conjecture theorem (2012); ""Professor RAS"" (2016); corresponding member RAS (2016); editor-in-chief of ""Kvant"" since 2018","[high] https://ru.wikipedia.org/wiki/Гайфуллин,_Александр_Александрович"
Alexei Fedotov,RUS,2000,1,G,not found,not found,not found,Unconfirmed possible match: accelerator/beam physics researcher at Brookhaven National Laboratory -- identity not verified,[none] not confirmed
Andrei Khaliavine,RUS,"2000, 2001, 2002",3,"S, S, G",not found,not found,not found,"Published cryptography research on Boolean/resilient functions (2007-2012); later ""Andrey Khalyavin"" co-authored ""Boosted Decision Tree Regression Adjustment..."" KDD 2016 -- career move into applied ML, likely at Yandex",[medium] https://eprint.iacr.org/2007/212
Alexei Glazirine,RUS,2001,1,G,not found (est. early-mid 1980s),Chelyabinsk,"Lyceum No. 11, Chelyabinsk","Now publishes as Alexey Glazyrin: M.S. MSU 2006, Ph.D. MSU 2009 (advisor N. Dolbilin); Professor of Mathematics, University of Texas Rio Grande Valley (UTRGV); discrete/combinatorial geometry",[high] https://faculty.utrgv.edu/alexey.glazyrin/Glazyrin_cv.pdf
Andrei Vorobiev,RUS,2001,1,G,not found (graduated school 2001),Saint Petersburg,"Physics-Math Lyceum No. 239, Saint Petersburg","Mathematics teacher; graduated School 239 in 2001, has taught there since 2011",[high] https://239.ru/sveden/employees/tproduct/821087292-245725129651-vorobev-andrei-yurevich
Mikhail Garber,RUS,2001,1,G,not found,Yaroslavl,"Regular secondary school No. 33, Yaroslavl; externally mentored by Dr. V.L. Dolnikov (Yaroslavl State University)","As of mid-2000s: MSU Mech-Math student, Potanin Foundation scholar, Russian Presidential Prize recipient; also silver medal Chinese MO 2001",[medium] https://www.edu.yar.ru/russian/projects/pressman/works6/works/rus_sites/pr236/misha.html
Sergey Spiridonov,RUS,2001,1,G,not found,Izhevsk (Udmurt Republic),"School No. 41, Izhevsk -- regular secondary school",not found,[medium] https://kvant.mccme.ru/pdf/2001/05/kv0501olimp_mat.pdf
Serguei Sokolov,RUS,2001,1,G,not found,Rybinsk (Yaroslavl Region),"School No. 30, Rybinsk -- regular secondary school",not found,[medium] https://olympiads.mccme.ru/vmo/27/result.htm
Andrey Badzyan,RUS,"2002, 2003, 2004",3,"G, G, G",1987-09,Chelyabinsk,"Lyceum No. 31, Chelyabinsk; competed in 11th-grade bracket as a 9th-grader in 2002","Published ""The Euler-Kronecker Constant"" (Mat. Zametki 2010); later moved into finance in UK, linked to quant fund GSA Capital (tax tribunal case Badzyan v HMRC); proposed olympiad problems (Russian MO 2004-05, IMO 2008 Shortlist)",[high] https://www.taxchambers.com/cases/andrey-badzyan-v-hmrc/
Kirill Sukhov,RUS,2002,1,G,1985-06-12,Leningrad,"Physics-Math Lyceum No. 239, Saint Petersburg","Graduated SPbSU (Mech-Math) 2007; taught at Lyceum 239 2007-2024; SPbSU lecturer 2009-2015; since 2017 head coach of Russia's IMO team; affiliated with Herzen University and Sirius; ""Mentor of the Year"" 2024","[high] https://ru.wikipedia.org/wiki/Сухов,_Кирилл_Андреевич"
Mikhail Dubashinskiy,RUS,"2002, 2004",2,"G, G",ca. 1987,Saint Petersburg,"Physics-Math Lyceum No. 239, Saint Petersburg","Specialist degree SPbSU 2009; Candidate of Sciences PDMI RAS 2013; researcher at Chebyshev Laboratory/SPbSU; analytic function spaces, Riemann surface geometry, geometric measure theory, potential theory (based at SPbSU, not MIT)",[high] https://chebyshev.spbu.ru/en/people/mikhail-dubashynskiy/
Oleg Gol'berg,RUS,"2002, 2003",2,"G, G",not found (est. ca. 1986),Rostov-on-Don,"School No. 8, Rostov-on-Don -- regular secondary school; repeated 11th grade to compete a second year","MIT/Clay Mathematics Institute research program under Pavel Etingof (2004); co-author of AMS textbook ""Introduction to Representation Theory"" (2011); now a software engineer (""Engineering @ Toast"") in Boston area",[medium] https://ocw.mit.edu/courses/18-712-introduction-to-representation-theory-fall-2010/pages/lecture-notes/
Oleg Styrt,RUS,2002,1,G,1984-12-22,Omsk,"Lyceum No. 64, Omsk","Candidate of Sciences MSU 2011; researcher in Lie groups/algebraic groups and invariant theory, MSU algebra dept",[high] https://mathnet.ru/rus/person45355
Alexander Smirnov,RUS,2003,1,B,not found,not found,not found,not found -- name far too common to disambiguate,[none] not confirmed
Dmitry Shiryaev,RUS,2003,1,S,not found,not found,not found,"Researcher in algorithmic game theory / computational social choice / discrete geometry; co-authored with 2003 IMO teammate Nikolay Gravin (""Translational tilings by a polytope, with multiplicity,"" Combinatorica 2012) and with Edith Elkind; no publications visible after ~2015",[high (cross-confirmed via co-authorship with teammate Gravin)] https://dblp.org/pid/44/8658
Nikolay Gravin,RUS,2003,1,G,not found,not found,not found,"Researcher in algorithmic game theory/mechanism design; postdoc Microsoft Research New England and MIT CSAIL; Professor at ITCS, Shanghai University of Finance and Economics, since 2017",[medium] https://dblp.org/pid/78/7611
Yury Volkov,RUS,2003,1,S,not found,not found,not found,"Likely the mathematician Yury Volkov, SPbSU, representation theory of algebras / Hochschild cohomology of self-injective algebras -- plausible but not independently confirmed",[medium] https://www.semanticscholar.org/author/103175029
Dmitry Permyakov,RUS,2004,1,B,not found,not found,not found,"Possible match: physicist working in nanophotonics/plasmonics (ITMO University St. Petersburg nanophotonics group) publishing from ~2015 -- circumstantial only, unconfirmed",[low] https://www.semanticscholar.org/author/14496905
Igor Shnurnikov,RUS,2004,1,S,not found,not found,not found,"Discrete-geometry researcher (hyperplane/pseudoline arrangements, partitions of projective spaces, Morse functions), HSE Moscow; publications ~2010-2016+",[high] https://www.semanticscholar.org/author/102669420
Mikhail Isaev,RUS,2004,1,G,not found,not found,not found,"Combinatorics/random-graphs researcher; MIPT to Australian National University to Monash University to UNSW Sydney (Scientia Lecturer from Nov 2024); asymptotic enumeration, random regular graphs, stochastic block model",[high] https://orcid.org/0000-0002-5703-0951
Nadejda Petukhova,RUS,2004,1,G,not found,not found,not found,not found,[none] no reliable source located
Alexander Magazinov,RUS,"2005, 2006",2,"G, G","not found (school graduate 2006, ~1988-89)",Yaroslavl,"School No. 33, Yaroslavl; mentored by YarSU professor V.L. Dolnikov","Entered MSU 2006 via olympiad diploma; PhD 2014 Steklov Institute (Voronoi's conjecture on parallelohedra, with A. Garber and A. Gavrilyuk); taught math at Moscow-region lyceum; later software engineer at Yandex and part-time researcher at Skoltech; contributor to Problematic Paper Screener / ""tortured phrases"" fraud detection, PubPeer",[high] https://thebulletin.org/biography/alexander-magazinov/
Alexey Katyshev,RUS,"2005, 2006",2,"S, S",not found,not found,not found,not found,[none] no reliable source located
Andrey Gavrilyuk,RUS,2005,1,G,not found (MSU math degree 2010 implies ~1988),not found,not identified (entered MSU 2005),"Discrete/combinatorial geometry researcher -- co-authored 2012 Voronoi-conjecture-for-parallelohedra paper with fellow 2005 IMO teammate A. Magazinov; Candidate of Sciences 2016; works at HSE University Faculty of Computer Science, teaches at Harbour.Space Institute of Technology",[medium] https://arxiv.org/abs/1212.1019
Nikita Kalinin,RUS,2005,1,G,1988-05-06,Russian Federation (raised/schooled in St. Petersburg),"Physics-and-Mathematics Lyceum No. 239, St. Petersburg, 2003-2005","Specialist SPbU 2010; PhD Univ. of Geneva 2015 (tropical geometry, advisor G. Mikhalkin); Assoc. Professor SPbU 2019-2022; Senior Researcher HSE St. Petersburg; since 2022 Professor at Guangdong Technion-Israel Institute of Technology, China; tropical geometry, sandpile models",[high] https://sites.gtiit.edu.cn/research/people/nikita-kalinin/
Pavel Kozlov,RUS,2005,1,G,not found,not found,not found,not found,[none] no reliable source located
Vasily Astakhov,RUS,2005,1,S,not found,not found,not found,not found,[none] no reliable source located
Alexander Glazman,RUS,2006,1,S,not found (~1988-89),St. Petersburg,"Physics-and-Mathematics Lyceum No. 239, St. Petersburg (same school as N. Kalinin)","Diploma of Mathematician SPbU 2011; Cand. Sci. PDMI RAS 2015 (graph theory, advisor D. Karpov); PhD Univ. of Geneva 2016 (probability theory, advisor Stanislav Smirnov); postdocs Tel Aviv, Fribourg, Vienna; Assoc. Professor, University of Innsbruck, phase transitions in 2D lattice models; returned to teach at School 239; 2025 FWF Astra award",[high] https://www.uibk.ac.at/media/filer_public/99/25/9925935b-9ee9-465e-8526-e64bd3316cd2/cv.pdf
Pavel Zatitskiy,RUS,2006,1,S,1989-09-16,"Leningrad, USSR","not identified by name, but a St. Petersburg specialized math school","Specialist degree SPbU 2011; Candidate of Sciences PDMI RAS 2014; researcher at Chebyshev Laboratory (SPbU) and PDMI RAS; ergodic theory/dynamical systems (scaling entropy, with A.M. Vershik) and functional analysis (BMO spaces, Bellman functions, with F. Petrov)",[high] http://www.mathnet.ru/php/person.phtml?option_lang=eng&personid=43923
Rostislav Devyatov,RUS,2006,1,G,1988-04-16,"Moscow, USSR","Moscow State Lyceum No. 2, 2001-2006","Specialist degree MSU (Mech-Math) 2011; joint PhD HSE Moscow / Freie Universitaet Berlin (2011-2016), algebraic geometry (algebraic groups, toric/flag varieties); postdoc then faculty at University of Ottawa, Canada, since 2016",[high] https://users.mccme.ru/deviatov/
Timofey Obraztsov,RUS,2006,1,G,not found,tentative: Saint Petersburg,not found,"Tentative/unverified LinkedIn match, ""Program Development Professional"" -- not confirmed as same person",[low] unverified LinkedIn profile
Alexey Esin,RUS,2007,1,G,not found,Krasnodar Krai,not found,not found,[low] math.ru/news/26
Ivan Mitrofanov,RUS,2007,1,G,not found,Kolomna,not confirmed,"Mathematician: combinatorics on words, symbolic dynamics, group/semigroup theory; close collaborator of Alexei Kanel-Belov, wrote memorial article about him (2024)",[high] export.arxiv.org (au:Mitrofanov_I)
Konstantin Matveev,RUS,2007,1,G,~1989-1990 (not precisely confirmed),Omsk,Omsk Lyceum No. 66,"Mathematician; Assistant Professor, Rutgers University Dept. of Mathematics; Lie/representation theory, asymptotic representation theory, algebraic combinatorics, probability (q-RSK correspondences)",[high] https://www.imo-official.org/results/team/year/2007/country/RUS/
Maria Ilyukhina,RUS,2007,1,G,not found,Moscow,not found,not found,[low] math.ru/news/26
Sergey Drozdov,RUS,2007,1,G,not found,Saint Petersburg,not found,not found,[low] math.ru/news/26
Vladislav Volkov,RUS,"2007, 2008",2,"S, G",not found,Saint Petersburg,not found,not found,[low] math.ru/news/26
Dmitry Babichev,RUS,2008,1,G,not found,not found,not found,not found,[none] no reliable source located
Evgeny Gorinov,RUS,2008,1,G,not found,not found,not found,not found (not the same as mathematician Alexey Gorinov),[none] no reliable source located
Ivan Bazhov,RUS,2008,1,G,not found,not found,not found,"Mathematician: algebraic geometry -- toric varieties, Calabi-Yau hypersurfaces, K3 surfaces, hyper-Kahler geometry, zero-cycles/Chow groups (2011-2018), co-authored with Ivan Arzhantsev (HSE)",[high] export.arxiv.org (au:Bazhov_Ivan)
Nikita Kudyk,RUS,2008,1,G,not found,not found,not found,not found,[none] no reliable source located
Roman Boykiy,RUS,2008,1,G,not found,not found,not found,not found,[none] no reliable source located
Gleb Nenashev,RUS,2009,1,G,not found,not found,not found,"Combinatorics/algebra researcher -- zonotopal algebras, Postnikov-Shapiro algebras, chromatic number bounds; frequent collaborator of Boris Shapiro (Stockholm University); Sweden-based",[medium] export.arxiv.org (au:Nenashev_G)
Kirill Savenkov,RUS,"2009, 2010",2,"S, S",not found,not found,not found,not found,[none] no reliable source located
Konstantin Tyshchuk,RUS,2009,1,G,not found,not found,not found,not found,[none] no reliable source located
Marsel Matdinov,RUS,"2009, 2010",2,"G, G",not found,not found,not found,"possibly researcher in computational complexity/automata theory, 2011-2022 papers",[low] api.semanticscholar.org author 2284734
Victor Omelyanenko,RUS,"2009, 2010",2,"G, G",not found,not found,not found,not found,[none] no reliable source located
Vladimir Bragin,RUS,2009,1,G,not found,not found,not found,not found (multiple ambiguous namesakes),[none] no reliable source located
Fedor Ivlev,RUS,2010,1,S,not found,Troitsk (Moscow region),СУНЦ МГУ (Moscow State University's specialized school) — NOT SUNC NGU/Novosibirsk,"Graduated MSU Mechanics-Mathematics faculty 2015; PhD student, Dept. of Higher Algebra, MSU; olympiad-math coach for Team Moscow; teaches at School 57 and Lyceum Vorobyovy Gory; founded ""Mathematics for Adults"" project; authored a geometry problem book",[high] http://geometry.ru/persons/ivlev.php
Stanislav Erokhin,RUS,2010,1,G,not found,Saint Petersburg,"ФМЛ 239 (Physics-Math Lyceum 239, St. Petersburg) — not SUNC NGU","Not confidently identified; a LinkedIn profile ""Stanislav Erokhin, Software Development Lead at JetBrains"" (Amsterdam) may match but is unverified",[medium (bio) / low (career)] https://nl.linkedin.com/in/stanislav-erokhin-8427a7215
Vasily Mokin,RUS,2010,1,G,c. 1993,Saratov,"Лицей прикладных наук (Lyceum of Applied Sciences), Saratov — not SUNC NGU","Graduate, MSU Mechanics-Mathematics faculty; active in olympiad-math circles (co-solved a geometry problem with F. Ivlev, published in ""Математическое просвещение"" 2011); reported among those detained at a Jan 23, 2021 Moscow protest",[high] https://www.nvsaratov.ru/news/?ELEMENT_ID=1468
Alexander Tsigler,RUS,2011,1,S,not confidently found (~1995),Magnitogorsk,"School No. 5, Magnitogorsk — not SUNC NGU","Presented research on random-matrix theory at a Steklov-linked discrete-mathematics seminar (Dec 2016), suggesting continuation into academic probability theory",[medium] https://www.mathnet.ru/rus/person122780
Alexey Pakharev,RUS,2011,1,G,not found,Ulyanovsk,СУНЦ МГУ (Moscow) — not SUNC NGU,"Mathematician; research position at Northeastern University (Boston); MIT PRIMES program mentor (representation theory / Cherednik algebras, with Pavel Etingof); co-author ""Surfaces containing two circles through each point..."" Russian Math Surveys 2017",[high] https://www.mathnet.ru/rus/person123454
Dmitry Egorov,RUS,2011,1,S,not found,Saint Petersburg,ФМЛ 239 — not SUNC NGU,Not found (Kvant report notes he left the IMO closing ceremony early to compete at IOI 2011),[medium (bio) / none (career)] Kvant LII IMO report
Dmitry Krachun,RUS,"2011, 2012, 2013",3,"S, G, G","not found (9th-grader in 2011, ~b.1995-96)",Saint Petersburg,ФМЛ 239 — not SUNC NGU,"Studied at SPbSU Faculty of Mathematics & Computer Science; probability-theory researcher (random partitions induced by random maps, with Yu. Yakubovich), published in Zapiski Nauchnykh Seminarov POMI 2016 / J. Math. Sciences (NY) 2018",[high] https://www.mathnet.ru/rus/person127049
Mikhail Grigorev,RUS,"2011, 2012",2,"G, G",not found,Kazan,"Lyceum No. 131, Kazan — not SUNC NGU",Not found (common name; no confirmed later-career match),[medium (bio) / none (career)] Kvant LII IMO report
Olga Burova,RUS,2011,1,S,not found,Moscow,"Lyceum ""Вторая школа"" (Second School), Moscow — not SUNC NGU",Not found,[medium (bio) / none (career)] Kvant LII IMO report
Aleksandr Kalmynin,RUS,2012,1,G,c. 1994-95,Irkutsk,"Лицей-интернат №1, Irkutsk (regional specialized physics-math boarding school) — NOT SUNC NGU/Novosibirsk","Analytic-number-theory researcher; Associate Professor & Senior Research Fellow, HSE Faculty of Mathematics / International Laboratory of Mirror Symmetry and Automorphic Forms (since 2014); also affiliated with Steklov Mathematical Institute",[high] https://www.hse.ru/org/persons/65816771
Alexander Matushkin,RUS,2012,1,S,1994,Izhevsk,"Lyceum No. 41, Izhevsk (graduated 2013) — not SUNC NGU","Studied at MIPT (FIVT), completed master's 2019; attended Yandex School of Data Analysis; probability-theory researcher (random graphs, co-author with M. Zhukovskiy)",[high] https://old.mipt.ru/education/chairs/dm/staff/matushkin-aleksandr-dmitrievich.php
Daniil Kliuev,RUS,"2012, 2013, 2014",3,"G, S, G",not found,Saint Petersburg,"Физико-математический лицей №239, Saint Petersburg",Went on to SPbSU math faculty; member of SPbSU team that won IMC (International Mathematics Competition) 2017-2018,[high] https://helpinver.com/news/novosti-uchastnikov/student-spbgu-stal-pobeditelem-mezhdunarodnoy-matematicheskoy-olimpiady-imc-2017/
Lev Shabanov,RUS,"2012, 2013",2,"S, G",~1994/1995,"Angarsk, Irkutsk region (grades 1-9)","СУНЦ МГУ (Kolmogorov boarding school, Moscow) — explicitly NOT Novosibirsk FMSh/СУНЦ НГУ",Not found beyond school years,[medium] https://internat.msu.ru/vypusknik-sunts-mgu-zavoeval-zolotuyu-medal-na-mezhdunarodnoj-olimpiade-po-matematike/
Andrey Volgin,RUS,"2013, 2014",2,"G, S",not found,Moscow,Not found,Not found,[low] https://ntdtv.ru/novosti-rossii/shkolniki-iz-rossii-zavoevali-zoloto-v-kolumbii
Budimir Baev,RUS,2013,1,S,not found,Saint Petersburg (implied),Not identified specifically,Student at SPbSU; absolute champion (superfinalist) of IMC in 2016 and again 2017,[medium] https://spbu.ru/news-events/novosti/student-spbgu-absolyutnyy-pobeditel-mezhdunarodnoy-studencheskoy-olimpiady-po
Egor Voronetckii,RUS,2013,1,G,not found,"Petrozavodsk, Republic of Karelia","Школа №42 (math-specialized), Petrozavodsk","Pursued advanced pure-math research; a doctoral dissertation review at SPbU calls him ""молодой математик совершенно исключительных способностей""",[high] https://gazeta-licey.ru/news/chronicle/4875-egor-voroneczkij-voshel-v-sbornuyu-rossii-po-matematike
Aleksei Volostnov,RUS,2014,1,S,not found,not found,not found,"Student at MIPT; took 1st place in ""1-2 course"" category representing MIPT at a math olympiad in the Czech Republic",[medium] https://start.mipt.ru/articles/111
Dmitrii Krekov,RUS,2014,1,S,not found,not found,not found,"Mathematician affiliated with НИУ ВШЭ (HSE); works in arithmetic geometry (perfectoid fields/spaces), gave seminars at Steklov Institute (2018); authored a 2021 Moscow Mathematical Olympiad problem that went viral",[high] https://blog.tanyakhovanova.com/2021/12/a-splashy-math-problem-solution/
Maxim Didin,RUS,2014,1,G,not found,"Pereslavl-Zalessky, Yaroslavl region",Gymnasium in Pereslavl-Zalessky,Not found beyond school years,[high] http://1yar.tv/article/pereslavec_vyigral_na_mejdunarodnoy_olimpiade_po_matematike
Nikita Chernega,RUS,2014,1,G,not found (~1996-97),not found,not found,"BSc Mathematics, MIPT (2014-2020); worked at Huawei and Tinkoff Bank; now Quantitative Researcher at XTX Markets; co-authored combinatorics paper ""Disjoint edges in geometric graphs"" with A. Polyanskii and R. Sadykov",[high] https://am.linkedin.com/in/chernega25
Aleksandr Zimin,RUS,2015,1,S,not found,Ulyanovsk region,not found,"Mathematics researcher in combinatorics/probability and optimal transport; co-author with Nikita Gladkov and Igor Pak (UCLA) of ""The bunkbed conjecture is false"" (2024), disproving a 40-year-old conjecture; also published optimal-transport papers with Alexander Kolesnikov (HSE)",[high] https://arxiv.org/abs/2410.02545
Alexander Kuznetsov,RUS,2015,1,S,not found,Saint Petersburg,not found,Not confidently identified — common name; NOT the established Steklov/HSE algebraic geometer of the same name (too old),[low] https://olimpiada.ru/news/5641
Ivan Bochkov,RUS,2015,1,S,not found,"Izhevsk, Udmurt Republic","МБОУ ""ЭМЛи №29"" (Economics-Math Lyceum No. 29), Izhevsk",Not confidently identified (common name; also competed at Romanian Master of Mathematics 2015),[medium] http://izhevsk-news.net/society/2015/03/13/36413.html
Ivan Frolov,RUS,"2015, 2016",2,"S, G",not found (~1998-99),Moscow,"School No. 1329, Moscow",No confirmed academic/professional trace found (name too common),[medium] https://olimpiada.ru/article/491
Nikita Gladkov,RUS,2015,1,S,not found,Tomsk region,not found,"Mathematician, НИУ ВШЭ (HSE Moscow) Faculty of Mathematics; combinatorics/optimal-transport researcher; co-author (with Igor Pak, UCLA, and Aleksandr Zimin) of ""The bunkbed conjecture is false"" (2024)",[high] https://arxiv.org/abs/2410.02545
Ruslan Salimov,RUS,"2015, 2016",2,"S, G",not found (~1998-99),Moscow,"School No. 1329, Moscow","Not found; an ""R. Salimov"" active in quasiconformal-mapping research since the early 2000s is a different, older Ukrainian mathematician",[medium] https://olimpiada.ru/article/491
Georgii Veprev,RUS,"2016, 2017",2,"B, S",not found (~2000),"Rybinsk, Yaroslavl region","Lyceum No. 2, Rybinsk (Yaroslavl region)","Dynamical-systems/ergodic-theory researcher (scaling entropy), collaborator of A.M. Vershik and P.B. Zatitskii; affiliated with SPbSU and University of Geneva",[high] https://olimpiada.ru/article/670
Grigorii Iurgin,RUS,2016,1,G,not found (~1998-99),Moscow,"Lyceum ""Vtoraya Shkola"" (Second School), Moscow","Possible match: co-author with Lev Radzivilovsky of ""Concerning the bookshelf problem"" (2014), written while apparently still a schoolboy; no later academic trace found",[low-medium] https://arxiv.org/abs/1412.7749
Nikita Karagodin,RUS,2016,1,S,not found (~1999-2000),Saint Petersburg,"Physics-Math Lyceum No. 239 (FML 239), St. Petersburg","Probability theory (limit theorems for Gaussian processes) at Euler International Mathematical Institute/SPbSU with M. Lifshits; later shifted into deep-learning theory, co-authoring ""Clustering in Causal Attention Masking"" (NeurIPS 2024) with MIT's Yury Polyanskiy",[high] https://api.semanticscholar.org/graph/v1/author/2329559804
Pavel Gubkin,RUS,2016,1,G,not found (~1998-99),Saint Petersburg,"Physics-Math Lyceum No. 239 (FML 239), St. Petersburg","Mathematician, SPbSU / PDMI Steklov Institute; functional analysis/orthogonal polynomials, co-author with Roman Bessonov of ""Stability of Schur's iterates and fast solution of the discrete integrable NLS""",[high] https://olimpiada.ru/article/552
Kirill Tyshchuk,RUS,2017,1,S,not found,Saint Petersburg,Physics-Math Lyceum No. 239 (previously School No. 56 until 8th grade),Not found; planned SPbSU math-mech per 2017 profile; bio notes an older brother who reportedly won IMO gold,[low] https://olimpiada.ru/article/670
Mikhail Ivanov,RUS,2017,1,G,not found,Saint Petersburg,Physics-Math Lyceum No. 239 (previously Lyceum No. 366 until 8th grade),Not found; surname/given-name combination too common to disambiguate,[none] https://olimpiada.ru/article/670
Nikita Dobronravov,RUS,2017,1,S,not found,Novosibirsk,"Lyceum No. 130, Novosibirsk (Akademgorodok) — Novosibirsk specialized physics-math school linked to ""Sovyonok"" club and Kirov Summer School, but NOT СУНЦ НГУ/ФМШ itself","Mathematician, Euler International Mathematical Institute / SPbSU; harmonic analysis (Frostman lemma, Fourier transforms of measures) and automata theory (with brother Egor Dobronravov and A. Okhotin)",[high] https://olimpiada.ru/article/670
Timofey Zaytsev,RUS,2017,1,B,not found,Moscow (previously Schools No. 531 and No. 1329),"School No. 179, Moscow",Not found; planned to apply to HSE math faculty per 2017 profile,[low] https://olimpiada.ru/article/670
Vadim Retinskii,RUS,2017,1,B,not found,"Moscow (previously Livny, Oryol region)","School No. 1329, Moscow (previously School No. 2, Livny)",Not found,[low] https://olimpiada.ru/article/670
Artur Gerasimenko,RUS,2018,1,G,not found,Moscow,Moscow school (not identified),Not found; other same-named authors are unrelated physics/materials-science researchers,[low] https://olimpiada.ru/news/12930
Egor Riabov,RUS,2018,1,G,not found,Moscow,Moscow school (not identified),Not found; surname too common,[none] https://olimpiada.ru/news/12930
Marat Abdrakhmanov,RUS,2018,1,G,not found,Chelyabinsk region,Not identified,"Likely match: co-author with Leonid Slavin and Pavel Zatitskii (SPbSU/PDMI) of ""Monotone rearrangement in averaging classes"" — functional analysis/Bellman-function theory, consistent with the St. Petersburg math-research pipeline",[medium] https://olimpiada.ru/news/12930
Sergei Luchinin,RUS,2018,1,S,not found,Kirov region,Not identified,Not found; several unrelated namesakes,[none] https://olimpiada.ru/news/12930
Stanislav Krymskii,RUS,2018,1,G,not found,Saint Petersburg,Not identified,"PDE/spectral-theory researcher, co-author with N. Filonov (PDMI Steklov Institute) of ""On the Landis Conjecture in a Cylinder,"" and with Alexander Logunov (Princeton); contributor to ""CayleyPy"" ML/graph-theory project",[high] https://olimpiada.ru/news/12930
Vladimir Petrov,RUS,"2018, 2019",2,"G, S",not found (~2002),St. Petersburg (based there),"Президентский физико-математический лицей №239, St. Petersburg — NOT СУНЦ НГУ",not found (common-name LinkedIn profiles exist but unconfirmed),[medium] https://nsl.spbstu.ru/news/rossiyane_voshli_v_troyku_luchshih_na_mezghdunarodnoy_olimpiade_po_matematike/
Alexey Lvov,RUS,"2019, 2020",2,"S, G",not found (~2002-03),Novosibirsk,"МАОУ ОЦ «Горностай» (Gornostay education center), Novosibirsk — explicitly NOT СУНЦ НГУ/ФМШ despite being a Novosibirsk medalist","uncertain: possible match to a laureate of ""Математическая прогрессия"" program, described as a SPbGU student — not fully confirmed",[medium (school/city high) / low (career)] https://www.om1.ru/news/society/207252-shkolnik_iz_novosibirska_pobedil_v_mezhdunarodnojj_matematicheskojj_olimpiade/
Ivan Gaidai-Turlov,RUS,"2019, 2020",2,"S, S",not found,Moscow (studied there),Moscow School No. 57 — NOT СУНЦ НГУ,"Full name Иван Павлович Гайдай-Турлов; now affiliated with St. Petersburg Dept. of Steklov Mathematical Institute / SPbU, research on purity theorem for quotient of algebraic torus",[high] http://www.mathnet.ru/rus/person241252
Oleg Smirnov,RUS,2019,1,G,not found,Moscow (Kolmogorov boarding school),"СУНЦ МГУ, Moscow — NOT СУНЦ НГУ",not found reliably,[medium] https://internat.msu.ru/dva-zolota-na-mezhdunarodnoj-olimpiade-po-matematike/
Timofey Kovalev,RUS,2019,1,G,not found,Moscow (Kolmogorov boarding school),"СУНЦ МГУ, Moscow — NOT СУНЦ НГУ",not found,[medium] https://internat.msu.ru/dva-zolota-na-mezhdunarodnoj-olimpiade-po-matematike/
Valeriy Kulishov,RUS,2019,1,S,not found,Moscow (per olimpiada.ru),not confirmed,"possible match: ""Кулишов Валерий Сергеевич,"" HSE-affiliated, co-author of ""Lie elements and the matrix-tree theorem"" (2023) — plausible but not fully verified",[low-medium] http://www.mathnet.ru/php/person.phtml?option_lang=eng&personid=207251
Anton Sadovnichiy,RUS,2020,1,S,not found (~2003-04),Moscow (studied there),"Лицей «Вторая школа», Moscow — NOT СУНЦ НГУ","MIPT student, associated with MIPT's ""Олимпиадные школы"" program; NO confirmed family relation to Viktor Sadovnichiy (MSU rector) found","[medium] interview ""Антон Садовничий: Я научился считать в два года"" (VK/Sirius channels)"
